Marks,Interest,Skill,Hobby,Personality,IQ,Career,Sector
79,Arts,Coding,Reading,Ambivert,99,Designer,Private
83,Commerce,Creativity,Sports,Introvert,98,Financial Analyst,Private
93,Tech,Creativity,Sports,Extrovert,139,Software Engineer,Private
89,Medical,Communication,Reading,Ambivert,115,Government Doctor,Public
85,Arts,Analysis,Sports,Extrovert,99,Animator,Private
83,Tech,Communication,Sports,Introvert,125,Web Developer,Private
75,Medical,Creativity,Sports,Introvert,106,Surgeon,Private
80,Commerce,Communication,Drawing,Extrovert,107,Bank Officer,Public
89,Commerce,Communication,Music,Introvert,112,Bank Officer,Public
82,Medical,Analysis,Music,Extrovert,101,Doctor,Private
63,Arts,Communication,Sports,Ambivert,139,Designer,Private
97,Medical,Analysis,Drawing,Introvert,138,Surgeon,Private
61,Medical,Communication,Sports,Introvert,130,Doctor,Private
81,Arts,Analysis,Drawing,Ambivert,113,Writer,Private
61,Commerce,Analysis,Gaming,Ambivert,107,Chartered Accountant,Private
72,Commerce,Coding,Reading,Introvert,111,Bank Officer,Public
52,Arts,Analysis,Sports,Introvert,88,Writer,Private
66,Tech,Creativity,Drawing,Extrovert,137,AI Engineer,Private
72,Commerce,Analysis,Sports,Introvert,121,Chartered Accountant,Private
96,Tech,Creativity,Reading,Extrovert,126,Software Engineer,Private
67,Tech,Creativity,Sports,Extrovert,89,Government IT Officer,Public
71,Commerce,Creativity,Music,Introvert,125,Bank Officer,Public
74,Arts,Communication,Drawing,Introvert,117,Animator,Private
83,Medical,Creativity,Sports,Ambivert,81,Doctor,Private
56,Arts,Creativity,Gaming,Extrovert,133,Animator,Private
83,Tech,Analysis,Gaming,Introvert,116,Government IT Officer,Public
67,Commerce,Analysis,Sports,Extrovert,92,Auditor,Private
56,Arts,Coding,Sports,Extrovert,133,Writer,Private
98,Medical,Coding,Sports,Extrovert,102,Doctor,Private
83,Arts,Creativity,Drawing,Ambivert,82,Animator,Private
70,Tech,Analysis,Music,Ambivert,137,Government IT Officer,Public
56,Tech,Analysis,Music,Ambivert,123,Software Engineer,Private
60,Arts,Analysis,Gaming,Extrovert,112,Designer,Private
100,Tech,Coding,Reading,Extrovert,90,AI Engineer,Private
97,Arts,Coding,Sports,Extrovert,139,Writer,Private
100,Commerce,Coding,Reading,Introvert,128,Bank Officer,Public
71,Medical,Creativity,Drawing,Ambivert,80,Nurse,Private
65,Medical,Coding,Gaming,Introvert,104,Nurse,Private
55,Commerce,Coding,Gaming,Extrovert,83,Financial Analyst,Private
57,Arts,Analysis,Gaming,Extrovert,130,Writer,Private
51,Commerce,Creativity,Reading,Extrovert,81,Auditor,Private
68,Medical,Creativity,Drawing,Extrovert,101,Doctor,Private
87,Arts,Creativity,Music,Introvert,139,Writer,Private
76,Medical,Analysis,Gaming,Extrovert,96,Doctor,Private
63,Commerce,Communication,Drawing,Introvert,131,Financial Analyst,Private
53,Medical,Analysis,Reading,Ambivert,100,Nurse,Private
73,Tech,Coding,Reading,Ambivert,99,Web Developer,Private
79,Arts,Coding,Reading,Introvert,121,Designer,Private
80,Commerce,Analysis,Sports,Introvert,126,Chartered Accountant,Private
81,Tech,Analysis,Sports,Extrovert,89,Software Engineer,Private
62,Tech,Coding,Gaming,Ambivert,101,AI Engineer,Private
71,Medical,Communication,Drawing,Extrovert,122,Nurse,Private
80,Tech,Analysis,Gaming,Introvert,100,AI Engineer,Private
56,Tech,Communication,Sports,Extrovert,117,AI Engineer,Private
74,Arts,Coding,Sports,Introvert,110,Designer,Private
62,Tech,Analysis,Drawing,Extrovert,125,Government IT Officer,Public
81,Commerce,Coding,Sports,Extrovert,111,Auditor,Private
60,Tech,Creativity,Gaming,Ambivert,91,Software Engineer,Private
77,Arts,Coding,Gaming,Extrovert,95,Designer,Private
52,Arts,Communication,Reading,Extrovert,124,Designer,Private
60,Commerce,Communication,Music,Extrovert,97,Bank Officer,Public
72,Medical,Coding,Drawing,Extrovert,97,Surgeon,Private
87,Commerce,Communication,Reading,Introvert,134,Auditor,Private
55,Medical,Communication,Reading,Extrovert,111,Government Doctor,Public
88,Commerce,Communication,Gaming,Introvert,99,Financial Analyst,Private
59,Commerce,Communication,Drawing,Introvert,101,Chartered Accountant,Private
92,Arts,Coding,Drawing,Introvert,124,Animator,Private
99,Arts,Communication,Drawing,Ambivert,132,Designer,Private
75,Commerce,Coding,Gaming,Introvert,128,Financial Analyst,Private
67,Arts,Coding,Gaming,Introvert,112,Civil Services,Public
54,Commerce,Creativity,Music,Introvert,103,Bank Officer,Public
97,Tech,Analysis,Reading,Ambivert,129,Web Developer,Private
58,Medical,Coding,Gaming,Ambivert,99,Doctor,Private
76,Medical,Coding,Sports,Extrovert,110,Doctor,Private
62,Commerce,Coding,Sports,Introvert,91,Chartered Accountant,Private
96,Medical,Coding,Reading,Introvert,134,Nurse,Private
97,Commerce,Communication,Reading,Ambivert,118,Chartered Accountant,Private
89,Tech,Communication,Reading,Extrovert,101,Government IT Officer,Public
80,Arts,Coding,Music,Ambivert,92,Designer,Private
64,Medical,Creativity,Reading,Introvert,89,Government Doctor,Public
77,Medical,Coding,Reading,Extrovert,94,Surgeon,Private
80,Arts,Coding,Music,Ambivert,109,Writer,Private
68,Tech,Communication,Gaming,Ambivert,122,AI Engineer,Private
97,Tech,Creativity,Reading,Ambivert,140,Software Engineer,Private
97,Arts,Communication,Music,Extrovert,124,Civil Services,Public
62,Commerce,Coding,Sports,Extrovert,127,Auditor,Private
53,Arts,Coding,Gaming,Ambivert,88,Writer,Private
100,Medical,Coding,Sports,Extrovert,108,Surgeon,Private
89,Commerce,Creativity,Music,Ambivert,134,Chartered Accountant,Private
84,Commerce,Communication,Music,Ambivert,112,Bank Officer,Public
55,Commerce,Coding,Reading,Introvert,81,Auditor,Private
71,Tech,Creativity,Gaming,Extrovert,91,Web Developer,Private
76,Tech,Communication,Sports,Ambivert,104,Government IT Officer,Public
94,Medical,Creativity,Drawing,Ambivert,87,Nurse,Private
100,Medical,Analysis,Reading,Extrovert,82,Nurse,Private
84,Medical,Creativity,Music,Introvert,80,Doctor,Private
68,Medical,Coding,Drawing,Extrovert,139,Government Doctor,Public
77,Medical,Creativity,Music,Introvert,137,Surgeon,Private
51,Medical,Coding,Sports,Introvert,139,Doctor,Private
89,Arts,Communication,Drawing,Extrovert,118,Civil Services,Public
52,Arts,Analysis,Music,Ambivert,127,Writer,Private
54,Commerce,Analysis,Gaming,Introvert,109,Financial Analyst,Private
66,Medical,Analysis,Gaming,Introvert,99,Surgeon,Private
77,Commerce,Coding,Gaming,Extrovert,80,Financial Analyst,Private
80,Tech,Creativity,Music,Extrovert,115,Government IT Officer,Public
89,Tech,Coding,Gaming,Ambivert,99,Web Developer,Private
61,Medical,Communication,Sports,Extrovert,92,Surgeon,Private
97,Arts,Coding,Sports,Ambivert,111,Designer,Private
57,Tech,Communication,Music,Introvert,97,Government IT Officer,Public
71,Tech,Coding,Drawing,Introvert,127,AI Engineer,Private
50,Arts,Creativity,Music,Ambivert,125,Civil Services,Public
88,Tech,Coding,Reading,Extrovert,110,Web Developer,Private
55,Tech,Creativity,Gaming,Introvert,139,Web Developer,Private
64,Tech,Coding,Gaming,Extrovert,140,Web Developer,Private
64,Medical,Coding,Drawing,Extrovert,134,Government Doctor,Public
51,Arts,Communication,Sports,Ambivert,92,Designer,Private
51,Tech,Creativity,Gaming,Ambivert,83,Web Developer,Private
57,Commerce,Creativity,Music,Ambivert,92,Auditor,Private
72,Tech,Coding,Music,Ambivert,139,Web Developer,Private
89,Arts,Coding,Drawing,Extrovert,107,Designer,Private
91,Medical,Communication,Music,Ambivert,84,Surgeon,Private
82,Commerce,Communication,Gaming,Extrovert,136,Bank Officer,Public
83,Tech,Communication,Music,Introvert,97,Software Engineer,Private
79,Arts,Analysis,Reading,Ambivert,96,Civil Services,Public
68,Medical,Creativity,Music,Introvert,137,Doctor,Private
62,Tech,Analysis,Drawing,Introvert,101,AI Engineer,Private
52,Arts,Coding,Music,Extrovert,121,Writer,Private
82,Medical,Analysis,Gaming,Introvert,118,Doctor,Private
84,Commerce,Analysis,Gaming,Ambivert,123,Auditor,Private
84,Tech,Coding,Reading,Introvert,110,Software Engineer,Private
56,Medical,Analysis,Music,Extrovert,85,Doctor,Private
86,Tech,Communication,Sports,Ambivert,98,AI Engineer,Private
93,Tech,Coding,Reading,Introvert,91,Government IT Officer,Public
53,Tech,Analysis,Drawing,Ambivert,131,Government IT Officer,Public
69,Medical,Coding,Sports,Ambivert,87,Doctor,Private
54,Medical,Communication,Reading,Introvert,98,Government Doctor,Public
87,Medical,Creativity,Drawing,Ambivert,117,Surgeon,Private
66,Arts,Creativity,Drawing,Introvert,118,Designer,Private
81,Arts,Communication,Reading,Extrovert,135,Animator,Private
65,Medical,Creativity,Gaming,Ambivert,126,Government Doctor,Public
82,Medical,Communication,Reading,Introvert,118,Doctor,Private
93,Medical,Creativity,Sports,Introvert,82,Surgeon,Private
71,Medical,Creativity,Sports,Ambivert,129,Surgeon,Private
60,Tech,Analysis,Music,Extrovert,123,Web Developer,Private
86,Tech,Analysis,Sports,Ambivert,132,Web Developer,Private
62,Tech,Creativity,Music,Extrovert,106,AI Engineer,Private
72,Tech,Coding,Gaming,Extrovert,134,AI Engineer,Private
57,Arts,Coding,Music,Introvert,122,Writer,Private
84,Arts,Analysis,Reading,Extrovert,129,Civil Services,Public
56,Medical,Creativity,Gaming,Ambivert,127,Doctor,Private
95,Medical,Analysis,Sports,Introvert,83,Nurse,Private
55,Commerce,Analysis,Music,Introvert,82,Bank Officer,Public
84,Tech,Analysis,Drawing,Introvert,103,Government IT Officer,Public
71,Tech,Coding,Sports,Introvert,122,Software Engineer,Private
100,Commerce,Analysis,Music,Introvert,107,Chartered Accountant,Private
51,Commerce,Creativity,Sports,Introvert,115,Bank Officer,Public
68,Tech,Coding,Music,Introvert,122,Software Engineer,Private
95,Commerce,Creativity,Reading,Extrovert,113,Chartered Accountant,Private
76,Arts,Coding,Reading,Extrovert,105,Writer,Private
71,Medical,Creativity,Gaming,Ambivert,84,Nurse,Private
81,Commerce,Creativity,Sports,Extrovert,109,Chartered Accountant,Private
94,Arts,Coding,Music,Introvert,102,Animator,Private
97,Arts,Analysis,Gaming,Ambivert,104,Civil Services,Public
55,Medical,Creativity,Drawing,Ambivert,103,Surgeon,Private
99,Arts,Communication,Gaming,Ambivert,98,Writer,Private
66,Commerce,Communication,Gaming,Introvert,95,Auditor,Private
77,Commerce,Coding,Sports,Ambivert,106,Financial Analyst,Private
89,Commerce,Coding,Drawing,Extrovert,103,Auditor,Private
76,Medical,Coding,Reading,Ambivert,122,Surgeon,Private
69,Arts,Coding,Gaming,Extrovert,112,Animator,Private
77,Tech,Creativity,Music,Extrovert,131,AI Engineer,Private
59,Arts,Coding,Drawing,Extrovert,138,Civil Services,Public
68,Arts,Coding,Reading,Ambivert,109,Designer,Private
60,Tech,Communication,Music,Extrovert,86,Software Engineer,Private
89,Arts,Communication,Sports,Extrovert,89,Animator,Private
61,Tech,Creativity,Music,Ambivert,105,AI Engineer,Private
69,Arts,Analysis,Drawing,Extrovert,127,Civil Services,Public
96,Medical,Communication,Gaming,Ambivert,82,Doctor,Private
99,Medical,Coding,Sports,Ambivert,101,Government Doctor,Public
90,Tech,Coding,Sports,Extrovert,131,Software Engineer,Private
67,Commerce,Creativity,Reading,Introvert,86,Auditor,Private
74,Commerce,Communication,Gaming,Introvert,103,Financial Analyst,Private
52,Tech,Creativity,Drawing,Extrovert,94,AI Engineer,Private
62,Arts,Creativity,Gaming,Extrovert,113,Writer,Private
98,Arts,Creativity,Drawing,Ambivert,118,Civil Services,Public
93,Medical,Creativity,Sports,Introvert,85,Surgeon,Private
58,Arts,Creativity,Drawing,Ambivert,128,Animator,Private
81,Commerce,Communication,Music,Extrovert,126,Chartered Accountant,Private
54,Medical,Communication,Gaming,Introvert,98,Government Doctor,Public
94,Commerce,Communication,Sports,Ambivert,103,Financial Analyst,Private
56,Medical,Coding,Reading,Introvert,131,Surgeon,Private
76,Commerce,Communication,Music,Introvert,110,Auditor,Private
94,Medical,Coding,Sports,Extrovert,82,Doctor,Private
58,Medical,Analysis,Reading,Introvert,112,Doctor,Private
87,Tech,Creativity,Music,Introvert,94,Government IT Officer,Public
52,Commerce,Communication,Reading,Extrovert,86,Bank Officer,Public
95,Medical,Coding,Drawing,Extrovert,111,Government Doctor,Public
68,Medical,Analysis,Reading,Introvert,119,Doctor,Private
50,Commerce,Communication,Music,Introvert,126,Financial Analyst,Private
97,Medical,Coding,Sports,Extrovert,129,Doctor,Private
74,Medical,Coding,Reading,Introvert,136,Government Doctor,Public
52,Medical,Communication,Music,Extrovert,109,Surgeon,Private
90,Tech,Analysis,Sports,Extrovert,82,Web Developer,Private
57,Arts,Communication,Gaming,Extrovert,113,Civil Services,Public
68,Medical,Communication,Sports,Ambivert,94,Surgeon,Private
52,Medical,Analysis,Music,Ambivert,133,Government Doctor,Public
61,Tech,Coding,Reading,Extrovert,139,Government IT Officer,Public
61,Medical,Communication,Gaming,Introvert,119,Doctor,Private
91,Medical,Analysis,Sports,Extrovert,116,Doctor,Private
69,Commerce,Analysis,Gaming,Extrovert,140,Bank Officer,Public
52,Arts,Communication,Sports,Introvert,130,Animator,Private
57,Tech,Communication,Gaming,Extrovert,104,Government IT Officer,Public
97,Tech,Coding,Sports,Ambivert,109,Software Engineer,Private
54,Commerce,Coding,Reading,Introvert,104,Chartered Accountant,Private
75,Tech,Creativity,Reading,Ambivert,93,Web Developer,Private
76,Arts,Communication,Drawing,Introvert,127,Civil Services,Public
50,Tech,Analysis,Reading,Extrovert,82,Web Developer,Private
87,Medical,Analysis,Sports,Introvert,129,Surgeon,Private
77,Arts,Analysis,Reading,Extrovert,120,Civil Services,Public
74,Medical,Coding,Music,Extrovert,113,Doctor,Private
100,Medical,Creativity,Drawing,Extrovert,108,Doctor,Private
79,Arts,Communication,Music,Introvert,112,Designer,Private
60,Arts,Creativity,Music,Introvert,106,Designer,Private
51,Medical,Analysis,Gaming,Ambivert,83,Surgeon,Private
77,Arts,Communication,Music,Ambivert,132,Writer,Private
94,Tech,Coding,Reading,Extrovert,133,Government IT Officer,Public
50,Arts,Creativity,Sports,Extrovert,125,Civil Services,Public
51,Commerce,Analysis,Reading,Ambivert,135,Chartered Accountant,Private
73,Arts,Communication,Sports,Introvert,87,Animator,Private
81,Commerce,Creativity,Gaming,Introvert,124,Chartered Accountant,Private
83,Commerce,Creativity,Reading,Introvert,81,Chartered Accountant,Private
50,Medical,Creativity,Gaming,Ambivert,102,Doctor,Private
82,Commerce,Creativity,Sports,Extrovert,113,Auditor,Private
50,Commerce,Coding,Sports,Introvert,137,Chartered Accountant,Private
88,Medical,Coding,Sports,Introvert,104,Nurse,Private
81,Commerce,Analysis,Reading,Ambivert,116,Auditor,Private
56,Medical,Creativity,Drawing,Extrovert,123,Nurse,Private
64,Commerce,Creativity,Gaming,Extrovert,93,Bank Officer,Public
88,Commerce,Creativity,Drawing,Ambivert,128,Auditor,Private
54,Commerce,Coding,Music,Ambivert,136,Financial Analyst,Private
72,Medical,Coding,Music,Extrovert,131,Nurse,Private
96,Tech,Analysis,Drawing,Introvert,138,Web Developer,Private
74,Commerce,Coding,Drawing,Introvert,108,Auditor,Private
61,Commerce,Creativity,Drawing,Introvert,127,Chartered Accountant,Private
95,Medical,Communication,Reading,Extrovert,135,Government Doctor,Public
89,Tech,Coding,Music,Extrovert,134,Web Developer,Private
54,Medical,Creativity,Drawing,Introvert,99,Surgeon,Private
72,Tech,Communication,Gaming,Introvert,102,Government IT Officer,Public
64,Commerce,Analysis,Gaming,Introvert,113,Financial Analyst,Private
83,Medical,Communication,Drawing,Extrovert,131,Surgeon,Private
60,Commerce,Communication,Sports,Extrovert,85,Financial Analyst,Private
75,Arts,Coding,Music,Extrovert,106,Writer,Private
68,Tech,Creativity,Reading,Ambivert,84,AI Engineer,Private
90,Arts,Analysis,Gaming,Extrovert,126,Designer,Private
87,Commerce,Creativity,Sports,Ambivert,120,Chartered Accountant,Private
50,Commerce,Communication,Drawing,Extrovert,81,Chartered Accountant,Private
81,Arts,Coding,Gaming,Extrovert,135,Designer,Private
84,Tech,Coding,Drawing,Ambivert,125,AI Engineer,Private
77,Arts,Creativity,Sports,Ambivert,88,Writer,Private
84,Tech,Creativity,Sports,Extrovert,95,Web Developer,Private
75,Arts,Analysis,Sports,Introvert,130,Animator,Private
99,Arts,Analysis,Drawing,Introvert,137,Designer,Private
98,Commerce,Analysis,Sports,Extrovert,107,Auditor,Private
54,Tech,Analysis,Music,Extrovert,120,Government IT Officer,Public
100,Tech,Creativity,Sports,Introvert,98,AI Engineer,Private
70,Medical,Coding,Gaming,Extrovert,94,Government Doctor,Public
61,Tech,Creativity,Drawing,Introvert,89,Government IT Officer,Public
78,Medical,Coding,Sports,Extrovert,102,Nurse,Private
82,Commerce,Communication,Drawing,Extrovert,94,Financial Analyst,Private
63,Tech,Analysis,Gaming,Introvert,81,Software Engineer,Private
93,Arts,Creativity,Drawing,Ambivert,84,Writer,Private
79,Commerce,Creativity,Music,Ambivert,93,Financial Analyst,Private
77,Commerce,Creativity,Music,Ambivert,135,Bank Officer,Public
56,Tech,Communication,Reading,Introvert,129,Government IT Officer,Public
55,Commerce,Creativity,Gaming,Introvert,107,Chartered Accountant,Private
59,Commerce,Coding,Gaming,Introvert,85,Financial Analyst,Private
60,Arts,Communication,Music,Ambivert,109,Writer,Private
54,Arts,Analysis,Music,Extrovert,118,Animator,Private
71,Medical,Analysis,Drawing,Ambivert,80,Doctor,Private
52,Tech,Creativity,Drawing,Extrovert,105,AI Engineer,Private
55,Commerce,Communication,Music,Introvert,80,Auditor,Private
75,Medical,Creativity,Reading,Ambivert,89,Government Doctor,Public
89,Arts,Coding,Music,Extrovert,111,Writer,Private
67,Arts,Analysis,Drawing,Extrovert,104,Writer,Private
56,Arts,Coding,Gaming,Ambivert,84,Designer,Private
96,Arts,Coding,Drawing,Ambivert,133,Animator,Private
59,Arts,Analysis,Reading,Ambivert,136,Civil Services,Public
98,Medical,Coding,Music,Extrovert,95,Nurse,Private
84,Commerce,Creativity,Music,Introvert,107,Chartered Accountant,Private
55,Commerce,Creativity,Sports,Introvert,92,Chartered Accountant,Private
64,Commerce,Coding,Music,Extrovert,124,Financial Analyst,Private
87,Tech,Communication,Gaming,Ambivert,130,Government IT Officer,Public
80,Commerce,Communication,Drawing,Ambivert,122,Bank Officer,Public
51,Medical,Communication,Drawing,Extrovert,138,Nurse,Private
59,Arts,Coding,Music,Ambivert,106,Civil Services,Public
89,Commerce,Coding,Sports,Ambivert,118,Financial Analyst,Private
62,Medical,Coding,Sports,Extrovert,112,Doctor,Private
98,Commerce,Creativity,Gaming,Extrovert,108,Chartered Accountant,Private
57,Arts,Communication,Drawing,Ambivert,99,Writer,Private
88,Arts,Analysis,Reading,Extrovert,112,Civil Services,Public
81,Tech,Coding,Gaming,Introvert,137,AI Engineer,Private
58,Commerce,Creativity,Drawing,Introvert,109,Auditor,Private
86,Arts,Coding,Music,Ambivert,84,Civil Services,Public
98,Commerce,Analysis,Gaming,Extrovert,108,Auditor,Private
62,Tech,Creativity,Reading,Introvert,127,Government IT Officer,Public
95,Arts,Creativity,Reading,Ambivert,87,Animator,Private
63,Arts,Communication,Sports,Extrovert,140,Civil Services,Public
70,Arts,Coding,Sports,Extrovert,90,Civil Services,Public
60,Arts,Analysis,Gaming,Extrovert,98,Designer,Private
55,Arts,Communication,Sports,Extrovert,123,Civil Services,Public
88,Medical,Analysis,Gaming,Extrovert,92,Doctor,Private
74,Tech,Creativity,Sports,Introvert,109,Software Engineer,Private
64,Commerce,Coding,Gaming,Introvert,101,Financial Analyst,Private
68,Tech,Analysis,Drawing,Extrovert,125,AI Engineer,Private
67,Commerce,Creativity,Gaming,Introvert,104,Auditor,Private
74,Commerce,Creativity,Drawing,Extrovert,84,Financial Analyst,Private
57,Medical,Creativity,Gaming,Extrovert,137,Surgeon,Private
80,Commerce,Communication,Sports,Ambivert,108,Bank Officer,Public
74,Tech,Analysis,Sports,Ambivert,95,Web Developer,Private
75,Arts,Coding,Music,Introvert,112,Designer,Private
74,Arts,Creativity,Music,Introvert,103,Civil Services,Public
54,Medical,Communication,Sports,Introvert,119,Government Doctor,Public
79,Tech,Creativity,Drawing,Introvert,114,Government IT Officer,Public
97,Commerce,Creativity,Sports,Introvert,115,Chartered Accountant,Private
61,Commerce,Coding,Music,Ambivert,140,Bank Officer,Public
84,Medical,Communication,Reading,Extrovert,105,Nurse,Private
98,Tech,Creativity,Sports,Ambivert,91,Software Engineer,Private
67,Commerce,Coding,Music,Ambivert,100,Financial Analyst,Private
78,Commerce,Coding,Drawing,Extrovert,82,Financial Analyst,Private
54,Medical,Communication,Music,Introvert,131,Doctor,Private
93,Arts,Communication,Drawing,Introvert,82,Designer,Private
60,Commerce,Analysis,Drawing,Introvert,89,Chartered Accountant,Private
60,Commerce,Coding,Drawing,Introvert,81,Auditor,Private
92,Arts,Creativity,Sports,Ambivert,131,Civil Services,Public
65,Commerce,Coding,Reading,Ambivert,89,Financial Analyst,Private
80,Commerce,Communication,Sports,Extrovert,80,Chartered Accountant,Private
93,Commerce,Coding,Reading,Introvert,125,Financial Analyst,Private
53,Commerce,Communication,Gaming,Ambivert,122,Bank Officer,Public
84,Arts,Coding,Gaming,Ambivert,101,Animator,Private
84,Arts,Coding,Gaming,Extrovert,108,Designer,Private
54,Medical,Creativity,Drawing,Introvert,93,Government Doctor,Public
86,Arts,Coding,Sports,Ambivert,112,Animator,Private
76,Tech,Coding,Drawing,Introvert,97,Government IT Officer,Public
95,Commerce,Coding,Sports,Introvert,128,Bank Officer,Public
54,Arts,Creativity,Drawing,Ambivert,96,Writer,Private
72,Commerce,Creativity,Gaming,Introvert,123,Bank Officer,Public
84,Commerce,Coding,Music,Ambivert,122,Financial Analyst,Private
86,Tech,Creativity,Music,Ambivert,83,Web Developer,Private
62,Arts,Coding,Music,Extrovert,92,Designer,Private
68,Medical,Creativity,Drawing,Extrovert,82,Nurse,Private
91,Commerce,Creativity,Drawing,Extrovert,130,Financial Analyst,Private
78,Tech,Coding,Music,Introvert,117,AI Engineer,Private
81,Medical,Communication,Reading,Extrovert,114,Doctor,Private
76,Medical,Communication,Drawing,Extrovert,87,Government Doctor,Public
61,Commerce,Communication,Sports,Extrovert,94,Auditor,Private
86,Tech,Analysis,Sports,Extrovert,118,Software Engineer,Private
88,Arts,Communication,Reading,Extrovert,136,Animator,Private
79,Tech,Coding,Sports,Extrovert,89,AI Engineer,Private
68,Tech,Analysis,Music,Ambivert,136,Web Developer,Private
78,Medical,Creativity,Gaming,Introvert,119,Government Doctor,Public
73,Medical,Coding,Gaming,Extrovert,136,Doctor,Private
99,Medical,Communication,Sports,Ambivert,106,Nurse,Private
51,Tech,Creativity,Reading,Extrovert,134,Software Engineer,Private
65,Arts,Creativity,Reading,Ambivert,90,Designer,Private
57,Tech,Creativity,Reading,Extrovert,137,AI Engineer,Private
51,Arts,Creativity,Sports,Extrovert,106,Animator,Private
52,Arts,Communication,Music,Introvert,97,Writer,Private
74,Medical,Creativity,Reading,Introvert,111,Nurse,Private
98,Medical,Analysis,Gaming,Ambivert,88,Nurse,Private
68,Tech,Coding,Reading,Introvert,126,Software Engineer,Private
77,Commerce,Creativity,Drawing,Extrovert,86,Bank Officer,Public
52,Commerce,Creativity,Gaming,Extrovert,122,Financial Analyst,Private
79,Medical,Creativity,Drawing,Ambivert,138,Government Doctor,Public
78,Commerce,Analysis,Sports,Extrovert,86,Auditor,Private
77,Medical,Creativity,Sports,Introvert,100,Nurse,Private
51,Tech,Analysis,Sports,Introvert,128,Software Engineer,Private
73,Tech,Coding,Music,Introvert,111,Government IT Officer,Public
65,Commerce,Communication,Sports,Extrovert,122,Financial Analyst,Private
97,Arts,Communication,Drawing,Ambivert,132,Animator,Private
93,Arts,Communication,Music,Introvert,111,Animator,Private
52,Medical,Analysis,Music,Introvert,118,Surgeon,Private
86,Commerce,Coding,Sports,Ambivert,91,Bank Officer,Public
87,Medical,Analysis,Gaming,Ambivert,83,Government Doctor,Public
74,Tech,Analysis,Reading,Ambivert,99,AI Engineer,Private
74,Tech,Analysis,Sports,Ambivert,96,Web Developer,Private
53,Arts,Analysis,Music,Introvert,120,Animator,Private
93,Medical,Communication,Reading,Introvert,107,Nurse,Private
64,Arts,Coding,Reading,Ambivert,94,Civil Services,Public
83,Commerce,Creativity,Music,Introvert,87,Bank Officer,Public
57,Arts,Coding,Drawing,Ambivert,124,Animator,Private
74,Commerce,Coding,Sports,Introvert,103,Financial Analyst,Private
87,Arts,Creativity,Reading,Introvert,135,Designer,Private
54,Medical,Coding,Drawing,Ambivert,107,Nurse,Private
68,Arts,Analysis,Reading,Extrovert,101,Animator,Private
53,Medical,Coding,Drawing,Ambivert,81,Nurse,Private
72,Tech,Coding,Music,Ambivert,131,Software Engineer,Private
97,Tech,Coding,Gaming,Ambivert,83,Web Developer,Private
99,Commerce,Coding,Gaming,Ambivert,116,Chartered Accountant,Private
55,Commerce,Creativity,Reading,Introvert,92,Bank Officer,Public
81,Arts,Creativity,Gaming,Ambivert,94,Civil Services,Public
55,Arts,Communication,Reading,Ambivert,97,Writer,Private
67,Arts,Creativity,Drawing,Introvert,110,Civil Services,Public
63,Tech,Creativity,Reading,Ambivert,102,Government IT Officer,Public
95,Commerce,Communication,Gaming,Ambivert,101,Auditor,Private
77,Arts,Creativity,Sports,Introvert,95,Designer,Private
99,Arts,Analysis,Music,Ambivert,106,Designer,Private
97,Tech,Coding,Sports,Introvert,102,Web Developer,Private
65,Arts,Coding,Drawing,Ambivert,100,Writer,Private
53,Commerce,Creativity,Sports,Extrovert,100,Auditor,Private
61,Arts,Coding,Drawing,Ambivert,133,Animator,Private
95,Arts,Analysis,Sports,Introvert,92,Designer,Private
57,Tech,Creativity,Gaming,Introvert,103,Government IT Officer,Public
98,Arts,Creativity,Reading,Extrovert,120,Civil Services,Public
67,Medical,Creativity,Reading,Ambivert,127,Government Doctor,Public
55,Arts,Analysis,Gaming,Ambivert,98,Writer,Private
64,Commerce,Coding,Gaming,Extrovert,90,Chartered Accountant,Private
92,Medical,Creativity,Reading,Ambivert,86,Nurse,Private
84,Tech,Coding,Sports,Ambivert,108,Software Engineer,Private
93,Arts,Analysis,Drawing,Ambivert,88,Designer,Private
64,Commerce,Coding,Drawing,Ambivert,104,Bank Officer,Public
67,Medical,Creativity,Reading,Introvert,84,Surgeon,Private
83,Commerce,Creativity,Reading,Ambivert,91,Chartered Accountant,Private
91,Arts,Analysis,Music,Ambivert,139,Civil Services,Public
71,Medical,Creativity,Sports,Ambivert,88,Surgeon,Private
77,Medical,Analysis,Reading,Introvert,91,Doctor,Private
75,Arts,Creativity,Gaming,Extrovert,138,Civil Services,Public
64,Medical,Communication,Music,Extrovert,128,Surgeon,Private
61,Commerce,Creativity,Reading,Extrovert,131,Auditor,Private
100,Commerce,Analysis,Drawing,Ambivert,88,Financial Analyst,Private
84,Medical,Coding,Gaming,Introvert,121,Surgeon,Private
74,Tech,Creativity,Reading,Introvert,113,Web Developer,Private
97,Arts,Coding,Music,Extrovert,98,Writer,Private
71,Commerce,Coding,Sports,Introvert,81,Bank Officer,Public
50,Medical,Coding,Sports,Extrovert,88,Doctor,Private
97,Arts,Analysis,Music,Introvert,137,Civil Services,Public
97,Arts,Communication,Music,Ambivert,113,Designer,Private
84,Commerce,Analysis,Music,Introvert,140,Auditor,Private
89,Arts,Coding,Gaming,Introvert,81,Civil Services,Public
92,Arts,Creativity,Sports,Introvert,88,Civil Services,Public
67,Medical,Coding,Gaming,Introvert,136,Nurse,Private
